id,education_level,country,university,program,ranking,academic_reputation,employer_reputation,faculty_student,citations_per_faculty,international_faculty,international_students,international_research_network,employment_outcomes,sustainability,qs_overall_score
1058,bakalavriat,Rusiya Federasiyası,Bauman Moscow State Technical University,Applied Mathematics,298,36.2,51.9,99.9,1.4,65.6,70.0,15.2,7.7,6.8,36.5
1059,bakalavriat,Rusiya Federasiyası,Bauman Moscow State Technical University,Innovatics,298,36.2,51.9,99.9,1.4,65.6,70.0,15.2,7.7,6.8,36.5
1060,bakalavriat,Rusiya Federasiyası,Bauman Moscow State Technical University,Technical Physics,298,36.2,51.9,99.9,1.4,65.6,70.0,15.2,7.7,6.8,36.5
1061,bakalavriat,Rusiya Federasiyası,HSE University,Applied Mathematics,410,24.0,38.4,84.8,1.8,6.6,13.5,83.6,13.0,44.6,29
1062,bakalavriat,Rusiya Federasiyası,HSE University,Mathematics,410,24.0,38.4,84.8,1.8,6.6,13.5,83.6,13.0,44.6,29
1063,bakalavriat,Rusiya Federasiyası,ITMO University,Applied Physics,595,10.5,13.0,95.5,5.4,20.3,36.2,65.3,1.9,1.2,20.9
1064,bakalavriat,Rusiya Federasiyası,ITMO University,Biotechnology,595,10.5,13.0,95.5,5.4,20.3,36.2,65.3,1.9,1.2,20.9
1065,bakalavriat,Rusiya Federasiyası,Lomonosov Moscow State University,Applied Mathematics and Physics,94,78.0,82.3,99.7,4.1,19.7,91.5,88.1,95.8,3.5,61.4
1066,bakalavriat,Rusiya Federasiyası,Lomonosov Moscow State University,Biology,94,78.0,82.3,99.7,4.1,19.7,91.5,88.1,95.8,3.5,61.4
1067,bakalavriat,Rusiya Federasiyası,Lomonosov Moscow State University,Biotechnology,94,78.0,82.3,99.7,4.1,19.7,91.5,88.1,95.8,3.5,61.4
1068,bakalavriat,Rusiya Federasiyası,Lomonosov Moscow State University,Chemistry,94,78.0,82.3,99.7,4.1,19.7,91.5,88.1,95.8,3.5,61.4
1069,bakalavriat,Rusiya Federasiyası,Lomonosov Moscow State University,Fundamental and Applied Chemistry,94,78.0,82.3,99.7,4.1,19.7,91.5,88.1,95.8,3.5,61.4
1070,bakalavriat,Rusiya Federasiyası,Lomonosov Moscow State University,Fundamental and Applied Physics,94,78.0,82.3,99.7,4.1,19.7,91.5,88.1,95.8,3.5,61.4
1071,bakalavriat,Rusiya Federasiyası,Lomonosov Moscow State University,"Materials Chemistry, Physics and Mechanics",94,78.0,82.3,99.7,4.1,19.7,91.5,88.1,95.8,3.5,61.4
1072,bakalavriat,Rusiya Federasiyası,Lomonosov Moscow State University,Mathematics,94,78.0,82.3,99.7,4.1,19.7,91.5,88.1,95.8,3.5,61.4
1073,bakalavriat,Rusiya Federasiyası,Moscow Institute of Physics and Technology (MIPT),Biomedical Engineering,,,,,,,,,,,
1074,bakalavriat,Rusiya Federasiyası,Moscow Institute of Physics and Technology (MIPT),Fundamental and Applied Physics,,,,,,,,,,,
1075,bakalavriat,Rusiya Federasiyası,Moscow Institute of Physics and Technology (MIPT),Mathematical Physics and Mathematical Modeling,,,,,,,,,,,
1076,bakalavriat,Rusiya Federasiyası,Moscow Institute of Physics and Technology (MIPT),Molecular Biology,,,,,,,,,,,
1077,bakalavriat,Rusiya Federasiyası,National Research Nuclear University MEPhI,Applied mathematics and physics,497,9.2,11.8,98.9,8.1,45.8,89.5,32.9,14.6,1.1,24.2
1078,bakalavriat,Rusiya Federasiyası,National Research Nuclear University MEPhI,Photonics and Solid State Physics,497,9.2,11.8,98.9,8.1,45.8,89.5,32.9,14.6,1.1,24.2
1079,bakalavriat,Rusiya Federasiyası,Saint Petersburg State University,Applied Physics and Mathematics,365,36.3,30.5,59.4,4.6,4.9,38.9,83.9,71.7,3.2,31.6
1080,bakalavriat,Rusiya Federasiyası,Saint Petersburg State University,Biology,365,36.3,30.5,59.4,4.6,4.9,38.9,83.9,71.7,3.2,31.6
1081,bakalavriat,Rusiya Federasiyası,Saint Petersburg State University,Chemistry,365,36.3,30.5,59.4,4.6,4.9,38.9,83.9,71.7,3.2,31.6
1082,bakalavriat,Rusiya Federasiyası,Saint Petersburg State University,Fundamental Mathematics,365,36.3,30.5,59.4,4.6,4.9,38.9,83.9,71.7,3.2,31.6
1083,bakalavriat,Sinqapur Respublikası,"Nanyang Technological University, Singapore",Bioengineering,15,91.9,73.3,80.6,92.4,100.0,83.5,89.4,83.9,95.6,88.4
1084,bakalavriat,Sinqapur Respublikası,National University of Singapore,Biomedical Engineering,8,99.5,91.1,68.8,93.1,100.0,88.9,91.6,100.0,97.7,93.7
1085,bakalavriat,Sinqapur Respublikası,National University of Singapore,Chemistry,8,99.5,91.1,68.8,93.1,100.0,88.9,91.6,100.0,97.7,93.7
1086,bakalavriat,Sinqapur Respublikası,National University of Singapore,Mathematics,8,99.5,91.1,68.8,93.1,100.0,88.9,91.6,100.0,97.7,93.7
1087,bakalavriat,Sinqapur Respublikası,National University of Singapore,Physics,8,99.5,91.1,68.8,93.1,100.0,88.9,91.6,100.0,97.7,93.7
1088,bakalavriat,Türkiyə Respublikası,Ankara University,Biology,,,,,,,,,,,
1089,bakalavriat,Türkiyə Respublikası,Ankara University,Biomedical Engineering,,,,,,,,,,,
1090,bakalavriat,Türkiyə Respublikası,Ankara University,Chemistry,,,,,,,,,,,
1091,bakalavriat,Türkiyə Respublikası,Ankara University,Mathematics,,,,,,,,,,,
1092,bakalavriat,Türkiyə Respublikası,Ankara University,Physics,,,,,,,,,,,
1093,bakalavriat,Türkiyə Respublikası,Bilkent University,Chemistry,477,24.0,52.1,13.3,15.2,61.4,3.7,38.3,19.3,10.6,25.1
1094,bakalavriat,Türkiyə Respublikası,Bilkent University,Mathematics,477,24.0,52.1,13.3,15.2,61.4,3.7,38.3,19.3,10.6,25.1
1095,bakalavriat,Türkiyə Respublikası,Bilkent University,Molecular Biology and Genetics,477,24.0,52.1,13.3,15.2,61.4,3.7,38.3,19.3,10.6,25.1
1096,bakalavriat,Türkiyə Respublikası,Bilkent University,Physics,477,24.0,52.1,13.3,15.2,61.4,3.7,38.3,19.3,10.6,25.1
1097,bakalavriat,Türkiyə Respublikası,Boğaziçi University,Chemistry,,,,,,,,,,,
1098,bakalavriat,Türkiyə Respublikası,Boğaziçi University,Mathematics,,,,,,,,,,,
1099,bakalavriat,Türkiyə Respublikası,Boğaziçi University,Molecular Biology and Genetics,,,,,,,,,,,
1100,bakalavriat,Türkiyə Respublikası,Boğaziçi University,Physics,,,,,,,,,,,
1101,bakalavriat,Türkiyə Respublikası,Hacettepe University,Biology,641-650,22.5,29.4,10.8,7.1,4.0,3.5,72.1,22.2,34.8,-
1102,bakalavriat,Türkiyə Respublikası,Hacettepe University,Chemistry,641-650,22.5,29.4,10.8,7.1,4.0,3.5,72.1,22.2,34.8,-
1103,bakalavriat,Türkiyə Respublikası,Hacettepe University,Mathematics,641-650,22.5,29.4,10.8,7.1,4.0,3.5,72.1,22.2,34.8,-
1104,bakalavriat,Türkiyə Respublikası,Istanbul Technical University,Chemistry,326,27.0,67.2,9.7,17.0,8.3,19.8,76.1,69.1,70.3,34
1105,bakalavriat,Türkiyə Respublikası,Istanbul Technical University,Molecular Biology and Genetics,326,27.0,67.2,9.7,17.0,8.3,19.8,76.1,69.1,70.3,34
1106,bakalavriat,Türkiyə Respublikası,Middle East Technical University,Biology,285,31.2,70.2,9.0,22.3,12.0,18.3,74.7,77.5,69.5,37.2
1107,bakalavriat,Türkiyə Respublikası,Middle East Technical University,Chemistry,285,31.2,70.2,9.0,22.3,12.0,18.3,74.7,77.5,69.5,37.2
1108,bakalavriat,Türkiyə Respublikası,Middle East Technical University,Mathematics,285,31.2,70.2,9.0,22.3,12.0,18.3,74.7,77.5,69.5,37.2
1109,bakalavriat,Türkiyə Respublikası,Middle East Technical University,Molecular Biology and Genetics,285,31.2,70.2,9.0,22.3,12.0,18.3,74.7,77.5,69.5,37.2
1110,bakalavriat,Türkiyə Respublikası,Middle East Technical University,Physics,285,31.2,70.2,9.0,22.3,12.0,18.3,74.7,77.5,69.5,37.2
1111,bakalavriat,Yaponiya,Kyushu University,Applied Chemistry,167,58.3,66.5,78.4,27.9,18.7,14.1,69.9,15.1,77.6,50.3
1112,bakalavriat,Yaponiya,Nagoya University,Biological Science,152,63.2,65.8,84.7,25.4,14.5,19.6,64.8,21.5,75.0,51.9
1113,bakalavriat,Yaponiya,Nagoya University,Chemistry,152,63.2,65.8,84.7,25.4,14.5,19.6,64.8,21.5,75.0,51.9
1114,bakalavriat,Yaponiya,Nagoya University,Physics,152,63.2,65.8,84.7,25.4,14.5,19.6,64.8,21.5,75.0,51.9
1115,bakalavriat,Yaponiya,Tokyo Institute of Technology,Geoscience,84,75.1,94.1,84.1,43.1,23.4,30.5,61.2,23.7,62.2,63.7
1116,bakalavriat,Yaponiya,Tokyo Institute of Technology,Global Biology,84,75.1,94.1,84.1,43.1,23.4,30.5,61.2,23.7,62.2,63.7
1117,bakalavriat,Yaponiya,University of Tokyo,Applied Chemistry,32,100.0,99.8,89.3,57.3,10.1,29.7,87.4,99.9,98.3,82.1
1118,bakalavriat,Yaponiya,University of Tokyo,Applied Physics,32,100.0,99.8,89.3,57.3,10.1,29.7,87.4,99.9,98.3,82.1
1119,bakalavriat,Yaponiya,University of Tokyo,Chemistry and Biotechnology,32,100.0,99.8,89.3,57.3,10.1,29.7,87.4,99.9,98.3,82.1
1120,bakalavriat,Yaponiya,University of Tokyo,Evolutionary Biology,32,100.0,99.8,89.3,57.3,10.1,29.7,87.4,99.9,98.3,82.1
1121,bakalavriat,Yaponiya,University of Tokyo,Mathematical Sciences,32,100.0,99.8,89.3,57.3,10.1,29.7,87.4,99.9,98.3,82.1
1122,bakalavriat,Yaponiya,University of Tsukuba,Biology,377,36.6,22.5,54.7,17.3,12.4,19.3,66.9,9.8,63.4,31.1
1123,bakalavriat,Yaponiya,University of Tsukuba,Bio-resource Science,377,36.6,22.5,54.7,17.3,12.4,19.3,66.9,9.8,63.4,31.1
1124,bakalavriat,Yaponiya,University of Tsukuba,Geoscience,377,36.6,22.5,54.7,17.3,12.4,19.3,66.9,9.8,63.4,31.1
1125,magistratura,Almaniya Federativ Respublikası,Free University of Berlin,Biochemistry,,,,,,,,,,,
1126,magistratura,Almaniya Federativ Respublikası,Free University of Berlin,Bioinformatics,,,,,,,,,,,
1127,magistratura,Almaniya Federativ Respublikası,Free University of Berlin,Biology,,,,,,,,,,,
1128,magistratura,Almaniya Federativ Respublikası,Free University of Berlin,Chemistry,,,,,,,,,,,
1129,magistratura,Almaniya Federativ Respublikası,Free University of Berlin,Geological Sciences,,,,,,,,,,,
1130,magistratura,Almaniya Federativ Respublikası,Free University of Berlin,Mathematics,,,,,,,,,,,
1131,magistratura,Almaniya Federativ Respublikası,Heidelberg University,Biology,,,,,,,,,,,
1132,magistratura,Almaniya Federativ Respublikası,Heidelberg University,Biomedical Engineering,,,,,,,,,,,
1133,magistratura,Almaniya Federativ Respublikası,Heidelberg University,Chemistry,,,,,,,,,,,
1134,magistratura,Almaniya Federativ Respublikası,Heidelberg University,Earth Sciences,,,,,,,,,,,
1135,magistratura,Almaniya Federativ Respublikası,Heidelberg University,Medical Biometry/Biostatistics,,,,,,,,,,,
1136,magistratura,Almaniya Federativ Respublikası,Heidelberg University,Molecular Biosciences,,,,,,,,,,,
1137,magistratura,Almaniya Federativ Respublikası,Heidelberg University,Molecular Biotechnology,,,,,,,,,,,
1138,magistratura,Almaniya Federativ Respublikası,Heidelberg University,Physics,,,,,,,,,,,
1139,magistratura,Almaniya Federativ Respublikası,Humboldt University of Berlin,Biophysics,,,,,,,,,,,
1140,magistratura,Almaniya Federativ Respublikası,Humboldt University of Berlin,Chemistry,,,,,,,,,,,
1141,magistratura,Almaniya Federativ Respublikası,Humboldt University of Berlin,Quantitative Molecular Biology,,,,,,,,,,,
1142,magistratura,Almaniya Federativ Respublikası,Humboldt University of Berlin,Mathematics,,,,,,,,,,,
1143,magistratura,Almaniya Federativ Respublikası,Humboldt University of Berlin,Physics,,,,,,,,,,,
1144,magistratura,Almaniya Federativ Respublikası,LMU Munich,Biochemistry,,,,,,,,,,,
1145,magistratura,Almaniya Federativ Respublikası,LMU Munich,Geomaterials and Geochemistry,,,,,,,,,,,
1146,magistratura,Almaniya Federativ Respublikası,LMU Munich,Geophysics,,,,,,,,,,,
1147,magistratura,Almaniya Federativ Respublikası,LMU Munich,Molecular and Cellular Biology,,,,,,,,,,,
1148,magistratura,Almaniya Federativ Respublikası,LMU Munich,Physics,,,,,,,,,,,
1149,magistratura,Almaniya Federativ Respublikası,LMU Munich,Theoretical and Mathematical Physics,,,,,,,,,,,
1150,magistratura,Almaniya Federativ Respublikası,RWTH Aachen University,Applied Geophysics,99,46.6,93.7,6.3,71.9,48.6,85.5,86.1,33.4,84.8,59.9
1151,magistratura,Almaniya Federativ Respublikası,RWTH Aachen University,Applied Geosciences,99,46.6,93.7,6.3,71.9,48.6,85.5,86.1,33.4,84.8,59.9
1152,magistratura,Almaniya Federativ Respublikası,RWTH Aachen University,Biology,99,46.6,93.7,6.3,71.9,48.6,85.5,86.1,33.4,84.8,59.9
1153,magistratura,Almaniya Federativ Respublikası,RWTH Aachen University,Biomedical Engineering,99,46.6,93.7,6.3,71.9,48.6,85.5,86.1,33.4,84.8,59.9
1154,magistratura,Almaniya Federativ Respublikası,RWTH Aachen University,Chemistry,99,46.6,93.7,6.3,71.9,48.6,85.5,86.1,33.4,84.8,59.9
1155,magistratura,Almaniya Federativ Respublikası,RWTH Aachen University,Mathematics,99,46.6,93.7,6.3,71.9,48.6,85.5,86.1,33.4,84.8,59.9
1156,magistratura,Almaniya Federativ Respublikası,RWTH Aachen University,Molecular and Applied Biotechnology,99,46.6,93.7,6.3,71.9,48.6,85.5,86.1,33.4,84.8,59.9
1157,magistratura,Almaniya Federativ Respublikası,RWTH Aachen University,Physics,99,46.6,93.7,6.3,71.9,48.6,85.5,86.1,33.4,84.8,59.9
1158,magistratura,Almaniya Federativ Respublikası,Technical University Berlin,Biological Chemistry,,,,,,,,,,,
1159,magistratura,Almaniya Federativ Respublikası,Technical University Berlin,Biotechnology,,,,,,,,,,,
1160,magistratura,Almaniya Federativ Respublikası,Technical University Berlin,Chemistry,,,,,,,,,,,
1161,magistratura,Almaniya Federativ Respublikası,Technical University Berlin,Mathematics,,,,,,,,,,,
1162,magistratura,Almaniya Federativ Respublikası,Technical University Berlin,Physics,,,,,,,,,,,
1163,magistratura,Almaniya Federativ Respublikası,Technical University of Munich,Biochemistry,28,83.0,98.6,76.8,75.9,80.4,98.6,95.6,34.5,93.1,83.2
1164,magistratura,Almaniya Federativ Respublikası,Technical University of Munich,Bioinformatics,28,83.0,98.6,76.8,75.9,80.4,98.6,95.6,34.5,93.1,83.2
1165,magistratura,Almaniya Federativ Respublikası,Technical University of Munich,Biology,28,83.0,98.6,76.8,75.9,80.4,98.6,95.6,34.5,93.1,83.2
1166,magistratura,Almaniya Federativ Respublikası,Technical University of Munich,Chemical Biotechnology,28,83.0,98.6,76.8,75.9,80.4,98.6,95.6,34.5,93.1,83.2
1167,magistratura,Almaniya Federativ Respublikası,Technical University of Munich,Chemistry,28,83.0,98.6,76.8,75.9,80.4,98.6,95.6,34.5,93.1,83.2
1168,magistratura,Almaniya Federativ Respublikası,Technical University of Munich,Geodesy and Geoinformation,28,83.0,98.6,76.8,75.9,80.4,98.6,95.6,34.5,93.1,83.2
1169,magistratura,Almaniya Federativ Respublikası,Technical University of Munich,Industrial Biotechnology,28,83.0,98.6,76.8,75.9,80.4,98.6,95.6,34.5,93.1,83.2
1170,magistratura,Almaniya Federativ Respublikası,Technical University of Munich,Mathematics,28,83.0,98.6,76.8,75.9,80.4,98.6,95.6,34.5,93.1,83.2
1171,magistratura,Almaniya Federativ Respublikası,Technical University of Munich,Molecular Biotechnology,28,83.0,98.6,76.8,75.9,80.4,98.6,95.6,34.5,93.1,83.2
1172,magistratura,Almaniya Federativ Respublikası,Technical University of Munich,Physics (Applied and Engineering Physics),28,83.0,98.6,76.8,75.9,80.4,98.6,95.6,34.5,93.1,83.2
1173,magistratura,Almaniya Federativ Respublikası,Technical University of Munich,Physics (Biophysics),28,83.0,98.6,76.8,75.9,80.4,98.6,95.6,34.5,93.1,83.2
1174,magistratura,Almaniya Federativ Respublikası,University of Göttingen,Chemistry,252,46.4,27.1,76.4,16.2,49.7,22.4,95.1,40.3,32.1,40.3
1175,magistratura,Almaniya Federativ Respublikası,University of Göttingen,Computational Biology and Bioinformatics,252,46.4,27.1,76.4,16.2,49.7,22.4,95.1,40.3,32.1,40.3
1176,magistratura,Almaniya Federativ Respublikası,University of Göttingen,"Developmental, Neural and Behavioral Biology",252,46.4,27.1,76.4,16.2,49.7,22.4,95.1,40.3,32.1,40.3
1177,magistratura,Almaniya Federativ Respublikası,University of Göttingen,Geoscience,252,46.4,27.1,76.4,16.2,49.7,22.4,95.1,40.3,32.1,40.3
1178,magistratura,Almaniya Federativ Respublikası,University of Göttingen,Mathematics,252,46.4,27.1,76.4,16.2,49.7,22.4,95.1,40.3,32.1,40.3
1179,magistratura,Almaniya Federativ Respublikası,University of Göttingen,Molecular Biology,252,46.4,27.1,76.4,16.2,49.7,22.4,95.1,40.3,32.1,40.3
1180,magistratura,Almaniya Federativ Respublikası,University of Göttingen,Physics,252,46.4,27.1,76.4,16.2,49.7,22.4,95.1,40.3,32.1,40.3
1181,magistratura,Almaniya Federativ Respublikası,University of Hamburg,Bioinformatics,,,,,,,,,,,
1182,magistratura,Almaniya Federativ Respublikası,University of Hamburg,Biology,,,,,,,,,,,
1183,magistratura,Almaniya Federativ Respublikası,University of Hamburg,Chemistry,,,,,,,,,,,
1184,magistratura,Almaniya Federativ Respublikası,University of Hamburg,Geophysics,,,,,,,,,,,
1185,magistratura,Almaniya Federativ Respublikası,University of Hamburg,Industrial Mathematics,,,,,,,,,,,
1186,magistratura,Almaniya Federativ Respublikası,University of Hamburg,Mathematical Physics,,,,,,,,,,,
1187,magistratura,Almaniya Federativ Respublikası,University of Hamburg,Mathematics,,,,,,,,,,,
1188,magistratura,Almaniya Federativ Respublikası,University of Hamburg,Physics,,,,,,,,,,,
1189,magistratura,Almaniya Federativ Respublikası,University of Tubingen,Advanced Quantum Physics,,,,,,,,,,,
1190,magistratura,Almaniya Federativ Respublikası,University of Tubingen,Biochemistry,,,,,,,,,,,
1191,magistratura,Almaniya Federativ Respublikası,University of Tubingen,Bioinformatics,,,,,,,,,,,
1192,magistratura,Almaniya Federativ Respublikası,University of Tubingen,Chemistry,,,,,,,,,,,
1193,magistratura,Almaniya Federativ Respublikası,University of Tubingen,Geosciences,,,,,,,,,,,
1194,magistratura,Almaniya Federativ Respublikası,University of Tubingen,Mathematical Physics,,,,,,,,,,,
1195,magistratura,Almaniya Federativ Respublikası,University of Tubingen,Mathematics,,,,,,,,,,,
1196,magistratura,Almaniya Federativ Respublikası,University of Tubingen,Microbiology,,,,,,,,,,,
1197,magistratura,Almaniya Federativ Respublikası,University of Tubingen,Physics,,,,,,,,,,,
1198,magistratura,Amerika Birləşmiş Ştatları,California Institute of Technology,Biology,10,96.5,95.3,100.0,100.0,100.0,79.8,65.5,31.0,62.5,90.9
1199,magistratura,Amerika Birləşmiş Ştatları,California Institute of Technology,Chemistry,10,96.5,95.3,100.0,100.0,100.0,79.8,65.5,31.0,62.5,90.9
1200,magistratura,Amerika Birləşmiş Ştatları,California Institute of Technology,Materials Science,10,96.5,95.3,100.0,100.0,100.0,79.8,65.5,31.0,62.5,90.9
1201,magistratura,Amerika Birləşmiş Ştatları,California Institute of Technology,Mathematics,10,96.5,95.3,100.0,100.0,100.0,79.8,65.5,31.0,62.5,90.9
1202,magistratura,Amerika Birləşmiş Ştatları,California Institute of Technology,Physics,10,96.5,95.3,100.0,100.0,100.0,79.8,65.5,31.0,62.5,90.9
1203,magistratura,Amerika Birləşmiş Ştatları,Carnegie Mellon University,Biomedical Engineering,58,69.8,80.1,40.9,98.9,33.7,99.1,79.9,61.5,24.5,72
1204,magistratura,Amerika Birləşmiş Ştatları,Carnegie Mellon University,Materials Science,58,69.8,80.1,40.9,98.9,33.7,99.1,79.9,61.5,24.5,72
1205,magistratura,Amerika Birləşmiş Ştatları,Columbia University,Biotechnology,34,99.6,98.8,100.0,31.7,41.5,97.0,98.5,99.9,71.8,82
1206,magistratura,Amerika Birləşmiş Ştatları,Cornell University,Biostatistics and Data Science,16,98.3,93.1,52.7,97.5,54.2,63.4,94.0,97.1,72.1,87.9
1207,magistratura,Amerika Birləşmiş Ştatları,Duke University,Biomedical Engineering,61,86.0,74.7,100.0,35.1,16.3,61.0,93.3,85.5,75.0,70.8
1208,magistratura,Amerika Birləşmiş Ştatları,Harvard University,Biology,4,100.0,100.0,96.3,100.0,74.1,69.0,99.6,100.0,84.4,96.8
1209,magistratura,Amerika Birləşmiş Ştatları,Johns Hopkins University,Applied Biomedical Engineering,32,86.0,62.6,100.0,84.2,63.7,95.8,98.7,71.5,61.9,82.1
1210,magistratura,Amerika Birləşmiş Ştatları,Johns Hopkins University,Biochemistry and Molecular Biology,32,86.0,62.6,100.0,84.2,63.7,95.8,98.7,71.5,61.9,82.1
1211,magistratura,Amerika Birləşmiş Ştatları,Johns Hopkins University,Bioengineering Innovation and Design,32,86.0,62.6,100.0,84.2,63.7,95.8,98.7,71.5,61.9,82.1
1212,magistratura,Amerika Birləşmiş Ştatları,Johns Hopkins University,Biomedical Engineering,32,86.0,62.6,100.0,84.2,63.7,95.8,98.7,71.5,61.9,82.1
1213,magistratura,Amerika Birləşmiş Ştatları,Johns Hopkins University,Biostatistics,32,86.0,62.6,100.0,84.2,63.7,95.8,98.7,71.5,61.9,82.1
1214,magistratura,Amerika Birləşmiş Ştatları,Johns Hopkins University,Molecular Microbiology and Immunology,32,86.0,62.6,100.0,84.2,63.7,95.8,98.7,71.5,61.9,82.1
1215,magistratura,Amerika Birləşmiş Ştatları,Massachusetts Institute of Technology,Biological Engineering,1,100.0,100.0,100.0,100.0,99.3,86.8,96.0,100.0,99.0,100
1216,magistratura,Amerika Birləşmiş Ştatları,Massachusetts Institute of Technology,"Earth, Atmospheric and Planetary Sciences",1,100.0,100.0,100.0,100.0,99.3,86.8,96.0,100.0,99.0,100
1217,magistratura,Amerika Birləşmiş Ştatları,Massachusetts Institute of Technology,Geophysics,1,100.0,100.0,100.0,100.0,99.3,86.8,96.0,100.0,99.0,100
1218,magistratura,Amerika Birləşmiş Ştatları,Massachusetts Institute of Technology,Mathematics,1,100.0,100.0,100.0,100.0,99.3,86.8,96.0,100.0,99.0,100
1219,magistratura,Amerika Birləşmiş Ştatları,Stanford University,Applied Physics,6,100.0,100.0,100.0,99.0,70.3,60.8,96.8,100.0,81.2,96.1
1220,magistratura,Amerika Birləşmiş Ştatları,Stanford University,Bioengineering,6,100.0,100.0,100.0,99.0,70.3,60.8,96.8,100.0,81.2,96.1
1221,magistratura,Amerika Birləşmiş Ştatları,Stanford University,Earth Systems,6,100.0,100.0,100.0,99.0,70.3,60.8,96.8,100.0,81.2,96.1
1222,magistratura,Amerika Birləşmiş Ştatları,Stanford University,Geological Sciences,6,100.0,100.0,100.0,99.0,70.3,60.8,96.8,100.0,81.2,96.1
1223,magistratura,Amerika Birləşmiş Ştatları,"University of California, Berkeley",Bioengineering,12,100.0,100.0,23.5,98.2,91.5,61.0,97.2,98.4,100.0,90.1
1224,magistratura,Amerika Birləşmiş Ştatları,"University of California, Berkeley",Biostatistics,12,100.0,100.0,23.5,98.2,91.5,61.0,97.2,98.4,100.0,90.1
